Date,Open,High,Low,Close,Adj Close,Volume
2019-08-27,1183.000000,1185.000000,1164.560059,1170.819946,1170.819946,1173000
2019-08-28,1164.869995,1178.500000,1160.250000,1173.750000,1173.750000,840500
2019-08-29,1186.420044,1199.189941,1185.280029,1194.239990,1194.239990,981800
2019-08-30,1200.349976,1200.349976,1185.719971,1190.530029,1190.530029,903200
2019-09-03,1181.849976,1189.079956,1163.709961,1169.550049,1169.550049,1295400
2019-09-04,1179.449951,1184.880005,1171.530029,1182.270020,1182.270020,1065600
2019-09-05,1193.660034,1214.000000,1192.689941,1212.189941,1212.189941,1319700
2019-09-06,1209.140015,1212.949951,1203.260010,1206.319946,1206.319946,948600
2019-09-09,1207.079956,1220.550049,1193.170044,1205.270020,1205.270020,1592700
2019-09-10,1196.089966,1210.000000,1196.010010,1205.699951,1205.699951,1396100
2019-09-11,1203.890015,1222.469971,1202.280029,1220.000000,1220.000000,1176100
2019-09-12,1223.469971,1242.420044,1222.560059,1234.969971,1234.969971,1582200
2019-09-13,1232.109985,1241.050049,1227.079956,1240.030029,1240.030029,1183800
2019-09-16,1230.439941,1239.020020,1225.189941,1231.630005,1231.630005,1410900
2019-09-17,1231.630005,1235.000000,1223.349976,1229.880005,1229.880005,1040300
2019-09-18,1230.239990,1236.239990,1216.469971,1232.650024,1232.650024,872000
2019-09-19,1232.319946,1244.339966,1232.310059,1238.750000,1238.750000,827700
2019-09-20,1233.640015,1242.800049,1223.579956,1229.839966,1229.839966,1884600
2019-09-23,1226.569946,1239.680054,1223.780029,1234.689941,1234.689941,1039900
2019-09-24,1240.000000,1247.109985,1210.640015,1218.329956,1218.329956,1790200
2019-09-25,1216.010010,1248.020020,1209.199951,1245.939941,1245.939941,1339900
2019-09-26,1242.140015,1244.670044,1231.819946,1242.290039,1242.290039,1158300
2019-09-27,1242.829956,1244.989990,1215.199951,1225.949951,1225.949951,1706100
2019-09-30,1220.599976,1227.410034,1213.420044,1221.140015,1221.140015,1223500
2019-10-01,1222.489990,1232.859985,1205.550049,1206.000000,1206.000000,1225200
2019-10-02,1196.500000,1198.760010,1172.630005,1177.920044,1177.920044,1651500
2019-10-03,1183.339966,1191.000000,1163.140015,1189.430054,1189.430054,1418400
2019-10-04,1194.290039,1212.459961,1190.969971,1210.959961,1210.959961,1214100
2019-10-07,1207.000000,1218.910034,1204.359985,1208.250000,1208.250000,852000
2019-10-08,1198.770020,1206.869995,1189.479980,1190.130005,1190.130005,1004300
2019-10-09,1201.329956,1208.459961,1198.119995,1202.400024,1202.400024,797400
2019-10-10,1198.599976,1215.619995,1197.859985,1209.469971,1209.469971,642100
2019-10-11,1224.030029,1228.750000,1213.640015,1215.709961,1215.709961,1116500
2019-10-14,1213.890015,1225.880005,1211.880005,1217.770020,1217.770020,664800
2019-10-15,1221.500000,1247.130005,1220.920044,1242.239990,1242.239990,1379200
2019-10-16,1241.810059,1254.189941,1238.530029,1243.000000,1243.000000,1149300
2019-10-17,1251.400024,1263.750000,1249.869995,1252.800049,1252.800049,1047900
2019-10-18,1254.689941,1258.109985,1240.140015,1244.410034,1244.410034,1581200
2019-10-21,1248.699951,1253.510010,1239.989990,1244.280029,1244.280029,904700
2019-10-22,1244.479980,1248.729980,1239.849976,1241.199951,1241.199951,1143100
2019-10-23,1240.209961,1258.040039,1240.209961,1257.630005,1257.630005,1064100
2019-10-24,1259.109985,1262.900024,1252.349976,1259.109985,1259.109985,1011200
2019-10-25,1252.000000,1268.000000,1249.150024,1264.300049,1264.300049,1355200
2019-10-28,1275.000000,1299.239990,1272.310059,1288.979980,1288.979980,3271400
2019-10-29,1276.000000,1280.800049,1255.609985,1260.660034,1260.660034,2632700
2019-10-30,1255.150024,1268.020020,1250.650024,1260.699951,1260.699951,1460200
2019-10-31,1260.000000,1266.520020,1249.479980,1258.800049,1258.800049,1595000
2019-11-01,1265.800049,1273.000000,1259.709961,1272.250000,1272.250000,1440600
2019-11-04,1276.109985,1292.500000,1276.109985,1289.609985,1289.609985,1531600
2019-11-05,1291.199951,1297.239990,1289.380005,1291.439941,1291.439941,1257100
2019-11-06,1290.089966,1292.989990,1282.270020,1291.010010,1291.010010,1231300
2019-11-07,1294.280029,1322.650024,1293.750000,1306.939941,1306.939941,2257000
2019-11-08,1301.520020,1317.109985,1301.520020,1309.000000,1309.000000,1519600
2019-11-11,1304.000000,1304.900024,1295.869995,1298.280029,1298.280029,861700
2019-11-12,1298.569946,1309.349976,1294.239990,1297.209961,1297.209961,1442600
2019-11-13,1293.180054,1302.520020,1292.150024,1296.180054,1296.180054,1026900
2019-11-14,1295.000000,1315.719971,1293.939941,1309.150024,1309.150024,1447400
2019-11-15,1315.050049,1333.540039,1311.890015,1333.540039,1333.540039,1964300
